DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,VITESSE_VENT_MAX_KMH,TEMPERATURE_MATIN_C,TEMPERATURE_MIDI_C,TEMPERATURE_SOIREE_C,PRECIP_TOTAL_DAY_MM,HUMIDITE_MAX_POURCENT,VISIBILITE_MOYENNE_KM,PRESSION_MAX_MB,COUVERTURE_NUAGEUSE_MOYENNE_PERCENT,INDICE_CHALEUR_MAX_C,POINT_ROSEE_MAX_C,TEMP_VENT_MAX_C,CODE_METEO_MATIN,CODE_METEO_MDI,CODE_METEO_SOIR,NEIGE_TOTAL_MM,UV_INDEX,SOLEIL_HEURE
2019-03-07,13,9,30,9,10,9,4.1,81,8.125,1012,59.375,13,7,5,296,293,116,0,1,10.1
2019-03-08,12,7,16,5,10,9,0.8,80,7.5,1023,33.125,12,5,4,176,116,116,0,1,11.3
2019-03-09,10,7,27,7,9,8,7.1,88,8.5,1024,81.25,11,9,4,266,176,296,0,1,5.7
2019-03-10,12,11,30,12,11,9,6.3,86,7.75,1026,92.25,12,10,8,296,266,353,0,1,5.7
2019-03-11,7,5,30,4,6,5,3.2,78,9.875,1032,60.5,7,2,0,116,353,176,0,1,5.7
2019-03-12,11,3,25,-0,8,10,1,74,9.875,1033,42.75,11,3,-0,116,116,116,0,1,10.1
2019-03-13,9,5,25,2,8,7,4.8,82,9.625,1021,64.75,9,4,0,116,353,353,0,1,8.8
2019-03-14,7,6,29,4,7,6,15.4,88,8.5,1023,97.875,8,8,2,122,296,302,0,1,5.9
2019-03-15,11,10,21,10,11,10,2.2,90,7.5,1022,94.125,11,9,8,296,266,122,0,1,6
2019-03-16,14,9,20,8,11,12,0.3,83,10,1023,57.5,14,8,7,353,176,113,0,1,8.8
2019-03-17,10,9,30,5,10,7,0.3,78,16,1019,37,10,6,6,116,116,176,0,1,8.8
2019-03-18,9,4,15,1,8,6,0.7,83,16.5,1025,66.5,9,3,2,143,122,176,0,1,6
2019-03-19,10,5,16,1,9,8,0,84,10.25,1031,15.875,11,2,2,116,116,116,0,1,11.6
2019-03-20,12,5,20,1,10,10,0,67,10,1033,6.375,13,3,2,116,116,116,0,1,11.6
2019-03-21,13,6,17,2,11,12,0,65,10,1033,11.75,15,3,3,116,116,113,0,1,11.6
2019-03-22,17,8,8,4,13,16,0,75,10,1031,2,18,7,7,113,113,116,0,1,11.6
2019-03-23,17,10,12,6,15,16,0,71,10,1030,4.5,17,8,10,116,113,113,0,1,11.6
2019-03-24,15,10,13,6,14,14,0,80,10,1027,4,15,7,9,113,116,113,0,1,11.6
2019-03-25,9,7,23,3,9,7,0.4,71,9,1029,38.25,9,5,4,116,116,176,0,1,8.9
2019-03-26,11,5,22,2,9,8,0,75,10,1031,11.25,11,3,1,116,116,116,0,1,11.6
2019-03-27,12,5,22,1,10,10,0,75,10,1032,7.375,12,5,2,116,116,116,0,1,11.6
2019-03-28,14,7,19,3,12,11,0,72,18.375,1033,15,14,6,4,116,116,116,0,1,11.6
2019-03-29,15,7,12,4,12,13,0,82,19.875,1030,13.5,15,7,6,116,116,116,0,1,11.6
2019-03-30,16,9,8,4,14,14,0,68,20,1027,13.125,17,7,8,116,116,116,0,1,11.6
2019-03-31,18,10,11,6,15,15,0,66,11.25,1023,18.25,18,8,11,116,116,116,0,1,11.6
2019-04-01,18,11,15,8,16,15,0,76,10,1018,25.25,18,9,9,113,116,116,0,1,10.3
2019-04-02,14,11,19,7,14,11,4.8,82,9.875,1014,87.875,14,10,9,119,353,296,0,1,6.5
2019-04-03,7,6,15,7,7,6,22.7,94,7.375,1008,96.875,7,6,4,296,302,302,0,1,6.5
2019-04-04,8,4,9,3,6,6,9.1,90,7.75,1006,80.25,8,3,2,317,317,353,0,1,6.5
2019-04-05,12,5,12,0,10,10,0,81,9,1007,27,12,5,2,116,116,119,0,1,10.3
2019-04-06,15,8,10,2,12,13,0.1,72,10,1003,54,15,6,7,116,122,116,0,1,9.1
2019-04-07,9,8,12,6,9,8,13.2,92,7.875,1010,93,9,7,6,296,296,296,0,1,6.5
2019-04-08,12,8,6,5,11,11,4.5,90,7.25,1012,81,12,8,7,143,122,353,0,1,6.6
2019-04-09,16,10,5,5,14,15,0.4,81,9.875,1012,43.25,16,8,10,116,116,176,0,1,9.1
2019-04-10,14,10,17,5,14,11,4,82,8.875,1013,49.25,14,9,8,143,116,353,0,1,7.9
2019-04-11,13,8,24,5,12,10,2.3,77,9.875,1019,51.5,13,6,5,116,116,119,0,1,13.2
2019-04-12,12,6,19,2,10,9,0,70,10,1021,4.625,12,4,3,113,113,116,0,1,13.7
2019-04-13,8,5,17,1,8,6,0,65,10,1022,26.25,8,0,1,116,116,116,0,1,13.7
2019-04-14,9,4,16,-1,8,7,0,58,10,1023,11,9,1,0,116,113,116,0,1,13.7
2019-04-15,14,6,18,1,11,12,0,73,10,1023,11.5,14,7,3,116,116,116,0,1,13.8
2019-04-16,10,9,19,7,10,9,5.6,92,9.5,1020,71.625,12,10,6,116,293,296,0,1,8.6
2019-04-17,17,10,7,6,14,14,0.4,90,7.75,1022,50.75,17,10,10,143,122,116,0,1,12.2
2019-04-18,19,13,8,9,17,18,0,78,10,1020,29.625,19,13,13,116,116,116,0,1,13.3
2019-04-19,21,14,10,10,19,21,1.3,72,9.875,1025,24.125,23,11,14,116,116,116,0,1,13.9
2019-04-20,21,15,13,10,19,18,6.9,75,9.625,1026,52.875,21,13,14,176,116,176,0,1,12.2
2019-04-21,20,15,8,11,18,18,0,74,10,1022,36,20,13,15,122,116,116,0,1,13.3
2019-04-22,21,15,14,12,19,18,0,82,10,1013,34.375,23,14,14,116,122,116,0,1,12.2
2019-04-23,18,14,18,11,17,16,0.8,87,7.75,999,51,18,13,12,116,266,116,0,1,11.1
2019-04-24,15,13,32,11,15,10,4.1,81,9.375,1005,58.75,15,12,11,116,122,293,0,1,9.9
2019-04-25,13,11,16,10,13,9,21.5,91,6.75,1011,82.25,13,10,9,266,266,302,0,1,8.8
2019-04-26,14,9,13,5,13,12,14.4,85,7.625,1020,82.375,14,9,7,266,116,353,0,1,10
2019-04-27,11,8,24,7,10,9,3.1,93,6.625,1025,86.25,11,8,5,353,266,353,0,1,8.8
2019-04-28,9,7,18,4,9,8,7.4,84,7.25,1025,63,9,7,4,143,176,353,0,1,11.1
2019-04-29,12,6,13,3,10,12,2.2,89,7.875,1025,67.625,12,8,5,143,176,353,0,1,10
2019-04-30,14,11,19,6,14,13,0.3,83,9,1023,47.375,14,10,9,143,119,176,0,1,10
2019-05-01,17,11,11,6,16,16,0,78,8,1020,2.125,17,10,10,143,113,113,0,1,14.3
2019-05-02,12,11,16,10,11,11,9.5,93,8.25,1014,79.375,12,10,9,119,389,353,0,1,8.9
2019-05-03,14,9,12,7,11,13,2.3,92,7.875,1015,59.875,14,9,7,263,176,116,0,1,11.2
2019-05-04,10,7,23,6,10,6,4.4,87,9.625,1017,61.75,10,7,3,116,116,296,0,1,11.2
2019-05-05,10,6,27,1,9,8,1.7,69,9.875,1022,43.125,10,4,1,116,116,176,0,1,12.3
2019-05-06,11,7,12,2,10,10,0.2,75,9,1024,55,11,5,4,143,116,176,0,1,12.3
2019-05-07,14,8,8,4,13,13,0,76,10,1023,47.375,14,8,7,116,116,116,0,1,12.3
2019-05-08,12,11,31,10,12,11,17.2,95,8.75,1012,88.75,12,11,9,296,296,302,0,1,9.3
2019-05-09,14,10,30,8,13,13,6.1,91,9.375,1011,76.625,14,10,7,296,353,176,0,1,10.3
2019-05-10,15,11,10,9,14,15,0.4,87,6.75,1013,69.875,15,12,10,143,122,176,0,1,9.3
2019-05-11,12,11,30,12,12,9,3.3,87,9.875,1024,64.125,12,11,8,353,176,353,0,1,10.4
2019-05-12,14,9,27,5,13,12,0.5,85,8.875,1032,37.125,14,7,7,116,176,116,0,1,12.4
2019-05-13,15,10,32,6,14,13,0,69,10,1033,11.875,15,8,7,113,116,116,0,1,14.5
2019-05-14,15,11,30,8,14,13,0,65,10,1030,6.375,15,8,8,116,116,113,0,1,14.5
2019-05-15,14,9,27,6,13,12,0,67,10,1025,6.625,14,7,6,116,116,116,0,1,14.5
2019-05-16,15,10,14,5,14,15,0,72,10,1020,7.125,15,11,8,116,116,116,0,1,14.5
2019-05-17,16,12,19,7,16,13,1.7,80,7.25,1009,53.875,16,12,11,116,119,266,0,1,11.5
2019-05-18,17,13,7,9,16,16,4.6,83,7.625,1006,76.5,17,13,13,143,116,353,0,1,9.5
2019-05-19,16,12,17,9,15,15,5.5,93,9.625,1007,87,16,14,10,119,200,353,0,1,9.7
2019-05-20,14,12,21,11,13,13,0.7,91,8.375,1013,85.125,14,11,10,143,176,176,0,1,9.7
2019-05-21,18,13,16,10,16,16,1.4,85,8.375,1018,66.75,18,13,12,143,119,176,0,1,10.7
2019-05-22,18,14,14,10,17,16,0.3,78,7.75,1021,22,18,12,14,143,116,113,0,1,14.5
2019-05-23,20,14,11,9,18,19,0,78,10,1022,25.75,20,14,14,116,116,116,0,1,14.5
2019-05-24,21,17,11,12,20,18,0.7,76,9.875,1017,54.125,23,15,16,116,116,176,0,1,13.6
2019-05-25,20,16,16,12,19,18,2.6,83,9.625,1018,66.375,20,14,16,116,176,176,0,1,11.7
2019-05-26,20,15,9,11,18,19,0.4,79,8,1019,31.375,20,14,15,143,116,116,0,1,14.5
2019-05-27,17,15,12,12,16,16,3,88,8.375,1016,74.5,17,15,15,116,353,353,0,1,10.8
2019-05-28,16,14,22,11,16,14,4.4,79,8.25,1016,64.625,16,11,12,296,176,176,0,1,11.7
2019-05-29,16,12,13,8,15,16,3.7,84,8.375,1025,60.75,16,12,11,143,176,176,0,1,10.8
2019-05-30,19,15,6,11,19,17,1,75,9.25,1027,42.75,19,15,15,116,116,176,0,1,11.7
2019-05-31,22,17,10,13,20,21,0,83,7.625,1028,15.875,25,17,17,143,116,116,0,1,14.5
2019-06-01,24,19,8,15,23,24,0,80,8,1025,4.375,26,19,19,143,116,116,0,1,14.5
2019-06-02,26,20,12,17,24,25,0.1,81,10,1020,9.125,28,19,20,113,113,116,0,1,14.5
2019-06-03,24,21,12,17,24,22,5.4,84,9.5,1017,76.375,25,18,21,386,176,353,0,1,9.9
2019-06-04,26,21,22,16,25,23,6.2,81,9.5,1015,40.125,28,19,21,176,116,116,0,1,13.6
2019-06-05,24,18,17,16,22,23,6.9,85,9.5,1009,42.375,25,18,18,116,116,116,0,1,14.5
2019-06-06,17,12,11,10,15,16,0.2,82,10,1016,49,17,12,11,176,122,116,0,1,11.8
2019-06-07,20,16,33,11,20,11,1.1,71,9.375,1018,27,20,13,14,116,116,263,0,1,13.6
2019-06-08,19,13,16,8,17,19,0,76,10,1025,8,19,12,12,113,116,116,0,1,14.5
2019-06-09,19,15,12,11,18,19,0.2,76,17,1025,35.875,19,16,15,116,116,116,0,1,14.5
2019-06-10,16,14,14,14,16,12,15.1,95,7.875,1017,79.25,16,15,12,353,353,302,0,1,10
2019-06-11,12,11,8,10,12,10,7.7,92,9,1014,77.875,13,10,11,116,296,293,0,1,10
2019-06-12,18,14,18,11,17,17,10.5,80,13,1014,51.25,18,13,13,302,116,176,0,1,13.6
2019-06-13,22,15,13,10,19,21,0,74,20,1016,5.75,23,15,15,116,116,116,0,1,14.5
2019-06-14,18,17,12,14,17,18,4.7,90,19.25,1015,62.625,18,17,17,119,116,293,0,1,11.8
2019-06-15,20,17,15,15,20,18,20.1,87,13.5,1020,89.625,20,16,17,296,122,356,0,1,10
2019-06-16,21,16,8,12,19,20,0.1,79,17.625,1024,20,21,15,16,116,116,116,0,1,14.5
